# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	tRNA	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3188238	3188313	-							EMQ_RS14645	76		old_locus_tag=EMQ_t048
tRNA		GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3188238	3188313	-				tRNA-Glu			EMQ_RS14645	76		anticodon=TTC
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3188398	3189444	-							EMQ_RS14650	1047		old_locus_tag=EMQ_2934
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3188398	3189444	-	WP_232092251.1	WP_232092251.1		hypothetical protein			EMQ_RS14650	1047	348	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3189581	3190270	+							EMQ_RS14655	690		old_locus_tag=EMQ_2935
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3189581	3190270	+	WP_010665775.1	WP_010665775.1		ATP-dependent Clp protease proteolytic subunit			EMQ_RS14655	690	229	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3190373	3191386	+							EMQ_RS14660	1014		old_locus_tag=EMQ_2936
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3190373	3191386	+	WP_010665776.1	WP_010665776.1		ferritin-like domain-containing protein			EMQ_RS14660	1014	337	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3191496	3192656	-							EMQ_RS14665	1161		old_locus_tag=EMQ_2937
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3191496	3192656	-	WP_035349760.1	WP_035349760.1		serine hydrolase			EMQ_RS14665	1161	386	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3192668	3193474	-							EMQ_RS14670	807		old_locus_tag=EMQ_2939
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3192668	3193474	-	WP_010668272.1	WP_010668272.1		NAD kinase			EMQ_RS14670	807	268	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3193823	3195490	+					fliF		EMQ_RS14675	1668		old_locus_tag=EMQ_2940
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3193823	3195490	+	WP_010668273.1	WP_010668273.1		flagellar M-ring protein FliF	fliF		EMQ_RS14675	1668	555	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3195494	3196501	+					fliG		EMQ_RS14680	1008		old_locus_tag=EMQ_2941
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3195494	3196501	+	WP_010668274.1	WP_010668274.1		flagellar motor switch protein FliG	fliG		EMQ_RS14680	1008	335	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3196498	3197208	+							EMQ_RS14685	711		old_locus_tag=EMQ_2942
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3196498	3197208	+	WP_132012083.1	WP_132012083.1		hypothetical protein			EMQ_RS14685	711	236	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3197231	3197524	+					fliN		EMQ_RS14690	294		old_locus_tag=EMQ_2943
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3197231	3197524	+	WP_081470977.1	WP_081470977.1		flagellar motor switch protein FliN	fliN		EMQ_RS14690	294	97	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3197536	3198861	+							EMQ_RS14695	1326		old_locus_tag=EMQ_2944
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3197536	3198861	+	WP_018307781.1	WP_018307781.1		sigma-54 dependent transcriptional regulator			EMQ_RS14695	1326	441	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3198861	3201011	+					flhA		EMQ_RS14700	2151		old_locus_tag=EMQ_2945
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3198861	3201011	+	WP_026199983.1	WP_026199983.1		flagellar biosynthesis protein FlhA	flhA		EMQ_RS14700	2151	716	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3201030	3201989	+							EMQ_RS14705	960		old_locus_tag=EMQ_2946
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3201030	3201989	+	WP_081617487.1	WP_081617487.1		hypothetical protein			EMQ_RS14705	960	319	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3202076	3202675	-					raiA		EMQ_RS14710	600		old_locus_tag=EMQ_2947
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3202076	3202675	-	WP_026199982.1	WP_026199982.1		ribosome-associated translation inhibitor RaiA	raiA		EMQ_RS14710	600	199	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3202741	3204135	-					rpoN		EMQ_RS14715	1395		old_locus_tag=EMQ_2948
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3202741	3204135	-	WP_231367911.1	WP_231367911.1		RNA polymerase factor sigma-54	rpoN		EMQ_RS14715	1395	464	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3204193	3204996	-					lptB		EMQ_RS14720	804		old_locus_tag=EMQ_2949
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3204193	3204996	-	WP_010667087.1	WP_010667087.1		LPS export ABC transporter ATP-binding protein	lptB		EMQ_RS14720	804	267	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3204998	3206152	-							EMQ_RS14725	1155		old_locus_tag=EMQ_2950
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3204998	3206152	-	WP_099348650.1	WP_099348650.1		hypothetical protein			EMQ_RS14725	1155	384	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3206153	3206923	-					lptC		EMQ_RS14730	771		old_locus_tag=EMQ_2951
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3206153	3206923	-	WP_018307776.1	WP_018307776.1		LPS export ABC transporter periplasmic protein LptC	lptC		EMQ_RS14730	771	256	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3206923	3207921	-							EMQ_RS14735	999		old_locus_tag=EMQ_2952
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3206923	3207921	-	WP_048874285.1	WP_048874285.1		KpsF/GutQ family sugar-phosphate isomerase			EMQ_RS14735	999	332	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3208043	3208699	-							EMQ_RS14740	657		old_locus_tag=EMQ_2953
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3208043	3208699	-	WP_010665886.1	WP_010665886.1		ribonuclease D			EMQ_RS14740	657	218	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3208925	3209236	+							EMQ_RS14745	312		
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3208925	3209236	+	WP_010665887.1	WP_010665887.1		hypothetical protein			EMQ_RS14745	312	103	
gene	tRNA	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3209419	3209505	-							EMQ_RS14750	87		old_locus_tag=EMQ_t049
tRNA		GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3209419	3209505	-				tRNA-Leu			EMQ_RS14750	87		anticodon=CAG
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3209760	3210716	+							EMQ_RS14755	957		old_locus_tag=EMQ_2955
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3209760	3210716	+	WP_018307774.1	WP_018307774.1		complex I NDUFA9 subunit family protein			EMQ_RS14755	957	318	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3210973	3212406	+							EMQ_RS14760	1434		old_locus_tag=EMQ_2956
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3210973	3212406	+	WP_010666969.1	WP_010666969.1		NAD(P)-dependent oxidoreductase			EMQ_RS14760	1434	477	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3212406	3216965	+					gltB		EMQ_RS14765	4560		old_locus_tag=EMQ_2957
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3212406	3216965	+	WP_010666968.1	WP_010666968.1		glutamate synthase large subunit	gltB		EMQ_RS14765	4560	1519	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3217067	3218077	+							EMQ_RS14770	1011		old_locus_tag=EMQ_2958
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3217067	3218077	+	WP_081470958.1	WP_081470958.1		aldo/keto reductase			EMQ_RS14770	1011	336	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3218147	3220324	+							EMQ_RS14775	2178		old_locus_tag=EMQ_2959
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3218147	3220324	+	WP_231367910.1	WP_231367910.1		beta-N-acetylhexosaminidase			EMQ_RS14775	2178	725	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3220413	3222308	-							EMQ_RS14780	1896		old_locus_tag=EMQ_2960
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3220413	3222308	-	WP_010666965.1	WP_010666965.1		superinfection immunity protein			EMQ_RS14780	1896	631	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3222378	3222677	-							EMQ_RS14785	300		
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3222378	3222677	-	WP_132012084.1	WP_132012084.1		hypothetical protein			EMQ_RS14785	300	99	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3222730	3223932	+							EMQ_RS14790	1203		old_locus_tag=EMQ_2961
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3222730	3223932	+	WP_018307771.1	WP_018307771.1		hypothetical protein			EMQ_RS14790	1203	400	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3224458	3224670	+							EMQ_RS14795	213		old_locus_tag=EMQ_2962
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3224458	3224670	+	WP_026199978.1	WP_026199978.1		hypothetical protein			EMQ_RS14795	213	70	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3224971	3226179	+							EMQ_RS14800	1209		old_locus_tag=EMQ_2963
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3224971	3226179	+	WP_026199977.1	WP_026199977.1		site-specific integrase			EMQ_RS14800	1209	402	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3226292	3227341	-							EMQ_RS14805	1050		old_locus_tag=EMQ_2964
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3226292	3227341	-	WP_010666809.1	WP_010666809.1		ParA family protein			EMQ_RS14805	1050	349	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3227653	3228615	-							EMQ_RS14810	963		old_locus_tag=EMQ_2965
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3227653	3228615	-	WP_018307769.1	WP_018307769.1		HNH endonuclease			EMQ_RS14810	963	320	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3228746	3229159	-							EMQ_RS14815	414		old_locus_tag=EMQ_2966
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3228746	3229159	-	WP_155877611.1	WP_155877611.1		hypothetical protein			EMQ_RS14815	414	137	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3229380	3229808	-							EMQ_RS14820	429		old_locus_tag=EMQ_2967
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3229380	3229808	-	WP_231367909.1	WP_231367909.1		helix-turn-helix domain-containing protein			EMQ_RS14820	429	142	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3229908	3230078	+							EMQ_RS14825	171		old_locus_tag=EMQ_2968
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3229908	3230078	+	WP_018307766.1	WP_018307766.1		hypothetical protein			EMQ_RS14825	171	56	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3230075	3230320	+							EMQ_RS14830	246		old_locus_tag=EMQ_2969
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3230075	3230320	+	WP_010668617.1	WP_010668617.1		hypothetical protein			EMQ_RS14830	246	81	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3230320	3230577	+							EMQ_RS14835	258		old_locus_tag=EMQ_2970
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3230320	3230577	+	WP_010668618.1	WP_010668618.1		hypothetical protein			EMQ_RS14835	258	85	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3230574	3230888	+							EMQ_RS14840	315		old_locus_tag=EMQ_2971
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3230574	3230888	+	WP_018307765.1	WP_018307765.1		hypothetical protein			EMQ_RS14840	315	104	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3231546	3232445	+							EMQ_RS14850	900		old_locus_tag=EMQ_2972
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3231546	3232445	+	WP_018307763.1	WP_018307763.1		hypothetical protein			EMQ_RS14850	900	299	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3232446	3234635	+							EMQ_RS17275	2190		old_locus_tag=EMQ_2973
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3232446	3234635	+	WP_231367908.1	WP_231367908.1		phage/plasmid primase, P4 family			EMQ_RS17275	2190	729	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3234705	3234968	+							EMQ_RS14860	264		old_locus_tag=EMQ_2974
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3234705	3234968	+	WP_231367907.1	WP_231367907.1		hypothetical protein			EMQ_RS14860	264	87	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3235533	3235712	+							EMQ_RS14865	180		old_locus_tag=EMQ_2975
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3235533	3235712	+	WP_010668889.1	WP_010668889.1		helix-turn-helix domain-containing protein			EMQ_RS14865	180	59	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3235709	3235927	+							EMQ_RS14870	219		old_locus_tag=EMQ_2976
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3235709	3235927	+	WP_010668888.1	WP_010668888.1		hypothetical protein			EMQ_RS14870	219	72	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3235927	3236442	+							EMQ_RS14875	516		old_locus_tag=EMQ_2977
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3235927	3236442	+	WP_010668887.1	WP_010668887.1		hypothetical protein			EMQ_RS14875	516	171	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3236406	3237035	+							EMQ_RS14880	630		old_locus_tag=EMQ_2978
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3236406	3237035	+	WP_231367906.1	WP_231367906.1		hypothetical protein			EMQ_RS14880	630	209	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3237028	3237801	+							EMQ_RS14885	774		old_locus_tag=EMQ_2979
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3237028	3237801	+	WP_018307761.1	WP_018307761.1		terminase family protein			EMQ_RS14885	774	257	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3237809	3238129	+							EMQ_RS14890	321		old_locus_tag=EMQ_2980
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3237809	3238129	+	WP_010669100.1	WP_010669100.1		hypothetical protein			EMQ_RS14890	321	106	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3238129	3238851	+							EMQ_RS14895	723		old_locus_tag=EMQ_2981
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3238129	3238851	+	WP_010669099.1	WP_010669099.1		hypothetical protein			EMQ_RS14895	723	240	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3238848	3239321	+							EMQ_RS14900	474		old_locus_tag=EMQ_2982
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3238848	3239321	+	WP_010669098.1	WP_010669098.1		hypothetical protein			EMQ_RS14900	474	157	
gene	tRNA	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3239440	3239515	-							EMQ_RS14905	76		old_locus_tag=EMQ_t050
tRNA		GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3239440	3239515	-				tRNA-Asn			EMQ_RS14905	76		anticodon=GTT
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3239692	3240705	+							EMQ_RS14910	1014		old_locus_tag=EMQ_2983
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3239692	3240705	+	WP_018307760.1	WP_018307760.1		ABC transporter substrate-binding protein			EMQ_RS14910	1014	337	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3240720	3241958	-							EMQ_RS14915	1239		old_locus_tag=EMQ_2984
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3240720	3241958	-	WP_010665829.1	WP_010665829.1		DUF2075 domain-containing protein			EMQ_RS14915	1239	412	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3241958	3242746	-							EMQ_RS14920	789		old_locus_tag=EMQ_2985
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3241958	3242746	-	WP_010665828.1	WP_010665828.1		YdcF family protein			EMQ_RS14920	789	262	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3242847	3243452	+							EMQ_RS14925	606		old_locus_tag=EMQ_2986
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3242847	3243452	+	WP_010665827.1	WP_010665827.1		nicotinamidase			EMQ_RS14925	606	201	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3243647	3244693	+							EMQ_RS14930	1047		old_locus_tag=EMQ_2987
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3243647	3244693	+	WP_231368036.1	WP_231368036.1		BMP family ABC transporter substrate-binding protein			EMQ_RS14930	1047	348	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3244686	3246263	+							EMQ_RS14935	1578		old_locus_tag=EMQ_2988
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3244686	3246263	+	WP_018307759.1	WP_018307759.1		ABC transporter ATP-binding protein			EMQ_RS14935	1578	525	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3246260	3247327	+							EMQ_RS14940	1068		old_locus_tag=EMQ_2989
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3246260	3247327	+	WP_010667328.1	WP_010667328.1		ABC transporter permease			EMQ_RS14940	1068	355	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3247324	3248262	+							EMQ_RS14945	939		old_locus_tag=EMQ_2990
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3247324	3248262	+	WP_010667327.1	WP_010667327.1		ABC transporter permease			EMQ_RS14945	939	312	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3248474	3249475	+							EMQ_RS14950	1002		old_locus_tag=EMQ_2991
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3248474	3249475	+	WP_010667326.1	WP_010667326.1		Gfo/Idh/MocA family oxidoreductase			EMQ_RS14950	1002	333	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3249800	3251704	+							EMQ_RS14955	1905		old_locus_tag=EMQ_2992
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3249800	3251704	+	WP_010668336.1	WP_010668336.1		ribonucleoside-diphosphate reductase subunit alpha			EMQ_RS14955	1905	634	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3251922	3252923	+							EMQ_RS14960	1002		old_locus_tag=EMQ_2993
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3251922	3252923	+	WP_018307758.1	WP_018307758.1		ribonucleotide-diphosphate reductase subunit beta			EMQ_RS14960	1002	333	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3253114	3253446	+							EMQ_RS14965	333		old_locus_tag=EMQ_2994
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3253114	3253446	+	WP_231367905.1	WP_231367905.1		hypothetical protein			EMQ_RS14965	333	110	
gene	protein_coding	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3253532	3254905	-							EMQ_RS14970	1374		old_locus_tag=EMQ_2995
CDS	with_protein	GCF_000193495.2	Primary Assembly	chromosome		NZ_AP023410.1	3253532	3254905	-	WP_231367904.1	WP_231367904.1		lipopolysaccharide biosynthesis protein			EMQ_RS14970	1374	457	
